X,y
8.11,9.933149999999998
10.44,155.04039999999995
-4.01,-67.99485
8.24,254.0564
-5.62,22.7666
19.55,787.62875
-13.32,172.7536
-17.61,407.13315
-16.51,217.21515000000005
-8.91,219.14715
-11.19,113.39914999999999
19.56,494.83039999999994
-3.26,-53.7186
-13.43,-5.94765000000001
11.14,222.95940000000002
-5.87,43.390350000000005
-12.37,216.04035000000002
8.76,296.57640000000004
6.23,50.92435
-4.35,94.90875
14.08,378.8696
1.29,-11.318849999999998
16.17,242.11835000000013
5.03,151.30635
15.59,369.73715000000004
1.09,8.397150000000002
-12.2,54.50999999999998
24.49,1014.6551499999999
-5.46,37.407399999999996
-1.99,2.91515
-7.0,36.519999999999996
-2.03,104.99635
2.43,114.98235
2.02,86.7806
6.61,421.78315000000003
17.92,485.3896000000001
-1.2,-38.99
-12.33,84.40834999999997
-11.82,212.7986
-6.66,-24.526600000000002
-16.74,92.91139999999996
8.25,10.638750000000002
-4.98,28.00060000000001
-3.11,105.60315
-0.02,-154.7594
-13.97,183.60635
-8.61,68.12315000000001
6.75,20.118750000000006
6.19,133.25915
-4.43,15.332349999999996
18.11,588.4731499999999
-13.06,138.61540000000002
-3.45,160.42875
-2.31,0.8791499999999983
-27.93,1202.72235
19.38,588.3066
3.66,92.9034
-10.45,60.28874999999999
20.51,608.68515
5.86,2.579400000000007
4.3,39.19499999999999
-6.07,13.152350000000002
1.06,160.31539999999998
-15.26,182.02139999999997
7.95,14.59875000000001
-3.74,178.91140000000001
1.34,69.2634
12.02,71.6506
2.85,72.88874999999999
2.62,44.196600000000004
2.76,-192.3536
-7.33,18.97835
8.36,133.34439999999998
15.43,485.27234999999996
7.59,209.42714999999998
8.85,159.02874999999997
-8.77,189.02435
-8.68,69.0036
-14.41,176.28715
12.32,178.37359999999995
-2.54,56.047399999999996
14.0,148.18
-7.82,133.1386
-4.38,-96.2134
0.95,-30.24125
9.21,211.01115000000001
0.61,125.48315000000001
2.11,-179.00685
0.17,-78.98165
1.77,16.80435
-11.16,89.1484
0.81,90.97915
-1.87,-208.93964999999997
-0.57,35.67235
4.92,97.11959999999999
-6.81,51.63914999999999
-0.85,109.32875
-2.97,-119.12365
4.17,152.53834999999998
7.85,50.61874999999998
-9.55,176.93875000000003
5.86,40.5994
20.66,794.9934000000001
-14.71,352.14115000000004
-8.3,-71.12499999999997
-8.81,71.13914999999999
-2.79,-6.328850000000001
16.23,429.13435000000004
0.13,-74.08964999999999
-6.95,234.26874999999998
6.22,101.71259999999998
-6.0,189.5
11.23,172.56435000000002
3.05,-80.55125000000001
13.89,352.2331500000001
-6.61,-12.916850000000004
30.31,1724.1391499999997
8.25,156.50875
6.55,203.53875
-0.51,-22.814850000000003
-7.26,22.041399999999996
-8.68,80.5436
-1.36,34.5844
-7.97,153.34635
2.83,10.698350000000003
-8.26,6.341399999999993
6.21,-26.208850000000012
9.56,163.88040000000004
-7.06,108.3554
11.93,302.03235
-2.38,-0.6134000000000011
11.55,181.51875
4.38,59.7866
11.22,286.2826
-9.97,111.52635000000001
-1.07,10.21235
14.51,352.54515
-6.18,128.2086
-20.37,508.29035000000005
-19.43,517.83235
-25.06,894.7353999999998
-21.14,669.9094
-4.12,161.6316
12.79,358.69115
-4.42,74.75460000000001
3.24,-118.93360000000001
-1.1,59.605000000000004
0.09,230.69715
-1.68,-83.6464
-1.74,-102.4986
4.61,27.54315000000001
-11.76,269.40639999999996
10.1,241.84499999999997
9.2,112.44999999999996
-1.95,-3.721250000000001
8.05,230.07875
-7.01,117.43515000000001
-5.37,268.35035
1.56,110.68039999999999
-1.9,35.125
-4.49,76.99515000000001
-6.72,10.317599999999992
-5.57,-69.73765
9.39,183.32315000000003
-19.43,548.3423500000001
3.52,-107.62440000000001
-2.36,-51.1456
7.28,69.04760000000002
5.15,85.36875
-27.83,1039.30835
5.85,117.31875
3.24,37.89640000000001
0.22,107.8726
-4.69,-153.54085
8.53,305.70635
-4.13,153.90035
18.35,575.33875
5.64,133.4844
21.38,822.1365999999999
-7.86,-7.570600000000013
-17.56,418.5404
7.15,180.52875
8.53,170.97634999999997
0.35,107.53875
-15.39,311.91315
-4.48,23.5056
6.18,3.1385999999999967
-1.84,-36.811600000000006
-1.16,-47.0116
-1.75,170.01875
-9.34,123.2134
-5.33,-74.98165
-14.27,296.36435
17.68,512.5536
-4.75,-287.16125
4.78,99.99260000000001
-10.22,-33.3674
7.95,181.47875000000002
-18.73,365.5343500000001
9.21,14.64115000000001
-0.35,49.38875
21.11,593.91315
-13.07,166.82234999999997
0.76,24.9664
3.67,95.26835
12.33,346.68835
-4.23,9.404350000000004
0.86,-78.1206
-21.42,806.6346000000001
-8.3,14.685000000000024
4.52,227.8256
11.04,177.21239999999995
-2.82,119.1886
20.56,814.0303999999999
17.6,422.6900000000001
-0.61,34.95315
-24.14,866.1594
-17.78,483.0626000000001
-7.78,44.6726
11.16,257.0784
3.1,-13.204999999999998
-20.94,468.2554000000002
-2.29,99.25115000000001
16.13,391.75035
-3.75,146.94875
-7.5,119.375
20.55,617.11875
0.53,-12.84365
-4.79,-9.98885
3.5,-55.465
0.17,51.77835
-4.29,-34.26885
12.08,425.3396
11.16,312.9684
8.41,48.50715000000001
-1.03,-2.91365
11.47,215.80635
-0.5,-156.825
4.67,143.18834999999999
10.34,292.5434
8.09,220.03715
17.9,498.565
4.51,154.19515
-16.84,346.4584
-11.6,255.75
13.5,502.875
-3.31,19.85915
3.87,-104.89965
-8.51,48.15514999999999
10.01,250.43514999999996
-3.85,131.74875
14.58,257.5146
-5.32,5.7836
11.18,250.9486
6.74,136.2314
-7.22,144.9626
10.99,125.79515
-9.02,49.12059999999999
-8.22,174.38260000000002
7.22,143.6926
-6.25,82.55875
-5.94,145.6654
-3.44,17.1204
-10.0,168.8
10.45,169.91874999999996
6.09,-56.55285000000001
-0.69,-130.23085
-1.08,6.3995999999999995
4.5,27.165
17.65,464.59874999999994
8.71,177.08115000000006
-5.08,-67.10040000000001
7.77,129.88434999999998
-1.19,-2.99085
-1.99,-84.02485
18.66,358.7834
-4.19,158.31915
-4.79,50.31115
-19.52,237.8155999999999
-14.02,204.13060000000002
4.51,86.67515
-6.95,26.318749999999998
5.15,116.83875
-11.15,51.12875000000001
-7.67,79.91834999999999
6.75,87.61875
14.61,354.00314999999995
5.92,52.18959999999999
11.98,278.1906000000001
17.05,589.9987500000001
10.4,146.63000000000002
-9.18,54.558599999999984
-1.05,15.038749999999999
6.3,70.57499999999999
-4.15,50.868750000000006
4.52,119.2956
-15.79,448.84114999999997
-8.29,63.43114999999999
5.29,-166.23884999999999
-22.37,666.37035
-11.08,181.75960000000003
-0.18,-18.281399999999998
